replica_number;seed;S;M;specialization;Spebefore;Speafter;nestedness;t_max;K;Resources.given;dilution;l_sum;nb_coexisting_species;coexisting_species;final_abundances
0;2193657886;200;80;0.85;0.743494474;0.753674504;1;2500;[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];64;1;7985.184007;50;[8, 11, 20, 25, 27, 39, 41, 48, 55, 58, 59, 63, 65, 69, 71, 74, 80, 82, 84, 86, 90, 91, 93, 95, 101, 109, 110, 118, 120, 124, 125, 126, 131, 133, 134, 140, 148, 150, 155, 159, 160, 161, 174, 180, 181, 182, 190, 195, 196, 197];[3.3249073859612706, 10.470423583742702, 5.759046026772627, 1.3121881873978702, 2.784394263097162, 10.732215354599786, 3.8139737375729643, 1.0338225511438215, 8.033599356096925, 0.7367966692316009, 4.9177362731436745, 7.737539245979731, 1.2788497510749173, 0.0002473123009098075, 1.129183296167495, 6.728123643451021, 2.64931206858281, 1.2951509170141933, 11.51608269650612, 9.96925734931969, 0.9497664842525757, 3.9930814043139122, 8.32185222996336, 10.091323072435252, 3.2740219758337554, 13.824359081940226, 7.294970757870503, 4.280483186142304, 0.9947882057292886, 4.524773035185328, 6.670497044182458, 2.7735675774134685, 3.9712884439935228, 7.32071248839983, 4.2354781160473705, 0.5067391860542538, 1.4539110027798348, 6.596107085888986, 5.0777574374783105, 3.852261912863273, 5.341510467634743, 3.349034795533635, 0.3483963350569628, 1.126880504600931, 4.4643303175800915, 7.436648975299305, 0.00024902167181662776, 13.125937088831055, 7.132837452898844, 6.8607689109352075]
1;994117011;200;80;0.85;0.761124137;0.743787375;1;2500;[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];64;1;7935.585446;54;[8, 18, 20, 21, 26, 37, 38, 39, 46, 47, 48, 50, 51, 52, 53, 54, 56, 57, 62, 64, 76, 81, 85, 86, 87, 90, 91, 101, 105, 117, 118, 121, 125, 126, 133, 140, 146, 147, 153, 154, 155, 156, 159, 162, 163, 168, 171, 180, 182, 186, 192, 193, 198, 199];[3.365446277199843, 1.5500713283353276, 1.2026076352504627, 0.30076603861853457, 7.899752927567735, 1.1773699387409322, 13.986843058644128, 3.9802565706250674, 8.243512272497295, 1.4637159655108956, 3.7022983304493184, 1.4007114636692946, 19.80986571159152, 2.2938483434960526, 2.9501619507053745, 6.784795267469739, 3.864323908794701, 4.408367234924522, 1.0656337216122043, 13.017437485473714, 7.398204967950971, 2.5880025899594576, 0.8070587374757536, 3.2832770542157297, 1.5741253359343668, 8.236361546790214, 3.587372041328094, 8.237111089822351, 4.345823565482716, 7.785159315849409, 6.765596998827569, 3.895875337117027, 1.4283602958982036, 1.863873642839055, 3.693731096370151, 1.8298725708739287, 8.646140426911543, 4.523962726917618, 5.002937483689048, 2.192320502865319, 5.215878933531936, 10.74152265685524, 4.953994072010901, 2.711602763019745, 2.806496819457631, 3.0643370653447954, 0.3157397271317405, 6.4217122483711195, 5.960560186538095, 9.310509172403913, 1.722401194331382, 3.5438079368275117, 2.506874130506298, 4.433926377642229]
2;1878031440;200;80;0.85;0.756833895;0.760976096;1;2500;[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];64;1;8042.04347;56;[2, 4, 7, 13, 17, 20, 23, 24, 31, 35, 37, 39, 45, 46, 52, 53, 57, 60, 69, 70, 73, 79, 82, 84, 87, 88, 90, 92, 96, 97, 101, 102, 117, 123, 127, 129, 134, 135, 136, 138, 139, 142, 143, 153, 156, 159, 164, 168, 169, 173, 184, 189, 192, 193, 196, 199];[3.018065044632404, 0.2735240664556827, 2.7667378404498906, 4.343787948269885, 1.7960150777326422, 4.860658375270804, 0.029343278426776438, 11.412959482790722, 9.851918619605474, 2.8881520209506015, 10.805676201580182, 0.44131168180445346, 6.185593402370388, 6.668207776067101, 15.626682060690252, 3.4299206593784306, 8.025683508528573, 2.534977737523741, 8.19231019975011, 2.4197858208288996, 4.691822830899698, 6.499379421968012, 3.7008454646776836, 0.027311909291577775, 2.068696902038108, 1.5906128091675802, 5.276135033066938, 0.13982712848758008, 6.623266870298103, 0.0933086187828381, 1.4982551970150542, 2.4236075288592724, 8.501960482439763, 0.8192646523990468, 2.1395244848488373, 1.3752322583177508, 2.6907708874341667, 3.9682023838727547, 3.3975751479589142, 4.650524391962117, 2.9476658745138873, 1.7414019859611578, 6.3470121018772305, 0.7956762266058122, 0.039877395710503506, 5.667601300949936, 5.797025926110251, 5.400737625202952, 9.550658931473926, 1.2733871498994598, 0.8985805110809072, 6.27673845918315, 4.02483000733573, 1.2035235270550297, 4.719905509760882, 8.549470575374405]
3;2380261777;200;80;0.85;0.758532246;0.773105378;1;2500;[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];64;1;8000.235292;57;[1, 5, 7, 8, 9, 10, 12, 18, 19, 21, 23, 25, 29, 34, 41, 47, 49, 50, 51, 58, 59, 60, 63, 65, 66, 70, 72, 73, 81, 87, 97, 100, 103, 106, 111, 113, 118, 119, 120, 121, 126, 128, 131, 136, 149, 156, 158, 163, 164, 170, 173, 174, 177, 180, 185, 186, 194];[1.136822696065291, 2.286375135269196, 0.07767658845300772, 4.7735037603579205, 3.0872962861778355, 4.566052625268296, 7.036742375421481, 0.7380034507527542, 6.128617776546615, 11.531007473302092, 1.0434838561386034e-05, 12.083231084432967, 1.4274605186145708, 4.859528262205702, 5.354038437776733, 1.5118506943002366, 4.044572822929515, 3.7443722207477514, 9.183717361738687, 7.778787729958415, 0.00041025468936847727, 0.7868005777721757, 5.010059286560062, 13.01462717667726, 2.5471683207099045, 8.565386509622526, 4.317410060545643, 0.8623282272666243, 9.123668674903147, 3.825632376567075, 1.6707585877569213, 12.706530639081635, 4.597411882319247, 15.493580234663698, 2.987063571285498, 8.736570090000798, 3.5457265487296192, 4.359188910023452, 3.137360718800904, 8.855917762332535, 1.109271539855858, 4.698516458010477, 1.1348612696223654, 2.1980778342663583, 5.246095911235819, 4.037770980457347, 0.03734631565051616, 2.6119702135563134, 1.500844336335056, 0.11835432901124275, 8.79767366044943, 10.866898974854738, 11.356908696229715, 6.112529320529027, 0.15386068547929713, 5.636616221014905, 2.6350411669217237]
4;1391904509;200;80;0.85;0.762998729;0.783422911;1;2500;[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];64;1;8008.795008;56;[3, 4, 6, 10, 14, 15, 16, 19, 20, 32, 34, 37, 38, 39, 41, 42, 43, 46, 49, 50, 52, 53, 54, 56, 64, 66, 71, 79, 88, 89, 91, 99, 101, 111, 113, 118, 120, 129, 133, 136, 137, 139, 141, 143, 146, 151, 153, 154, 156, 160, 168, 175, 177, 181, 193, 198];[8.421399633318607, 4.076005487535368, 1.227368910178204, 7.257401278419314, 1.658142582581638, 7.050970158840785, 2.2767617727615237, 0.046316650654607966, 3.0853795801312986, 9.850554484118911, 1.0990312963006523, 0.9867637099084287, 1.66314230185035, 1.4087111614495345, 5.600930232035845, 4.931283701633242, 2.6594050001365357, 4.305399013248949, 5.522076274286506, 8.312251985833996, 6.151106097104561, 0.9328008808968236, 9.909575720585133, 0.007024807467624539, 7.843312428263407, 0.16389121329149778, 5.083651013331901, 2.6183238528230492, 9.007752158648769, 3.65686107532399, 4.538413032699189, 2.3024734456746905, 6.706860649190695, 1.7931095088121833, 1.3589100887216672, 0.5653664749286381, 7.427634688359709, 1.2764085483992427, 8.94225208777301, 5.119265342394691, 0.43604109673437175, 1.0064949729528974, 1.359099696505682, 5.410114304441352, 2.7007246234427136, 6.391548774900153, 4.361838839969824, 1.6642868286986408, 3.7141165441889163, 12.87314860929925, 7.943367781198614, 6.991466362114963, 9.222776731767857, 1.2802565207239167, 3.8105974750104075, 7.087601351912157]
5;1500632332;200;80;0.85;0.745994479;0.75089162;1;2500;[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];64;1;8043.343621;54;[0, 1, 3, 8, 9, 10, 21, 25, 27, 29, 30, 33, 38, 47, 51, 53, 56, 58, 60, 63, 65, 66, 69, 71, 73, 77, 81, 85, 87, 91, 98, 99, 108, 111, 115, 120, 132, 133, 139, 140, 143, 147, 152, 157, 159, 164, 168, 170, 172, 174, 177, 178, 179, 187];[2.765138653275014, 8.786152693678838, 0.44720370897911665, 8.340143627577014, 0.6611086463662015, 2.009075508220466, 17.23097544098924, 4.561767693070691, 4.056714046687327, 10.084834507901933, 3.6275692010760414, 1.292150888617228, 3.1772290427531447, 4.314110405165059, 9.176579705953635, 1.9718628267539873, 0.832781669968192, 10.683253783080046, 0.370473808549004, 2.7816421024268676, 10.278300398845419, 1.3122789196532667, 7.2128813442033, 3.739107501205786, 2.9166277574657444, 6.893319907100397, 9.644514001151027, 2.825697257650902, 3.2001483527964494, 5.073317069863563, 9.482003657159625, 4.301996443200531, 5.690337637745398, 2.195996162472936, 2.71162891445965, 5.5337224979154405, 1.8042143574079004, 4.142213169497608, 2.2802180756878436, 17.46266736093685, 6.5644475379647655, 0.7807354218394982, 3.8491213459311617, 5.705075352881973, 2.002008189337633, 3.118470844587658, 10.375687756551631, 3.854515648839577, 5.2361090317787236, 1.9199333057517882, 1.7719424356036024, 0.703628814597408, 8.449324826322252, 0.9266205233881726]
6;3352355780;200;80;0.85;0.759907512;0.758209042;1;2500;[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];64;1;7973.10395;56;[2, 4, 6, 9, 11, 14, 18, 19, 20, 21, 26, 31, 36, 39, 48, 50, 51, 54, 55, 56, 57, 61, 65, 68, 71, 74, 75, 77, 80, 89, 93, 97, 107, 109, 112, 117, 119, 128, 130, 132, 140, 143, 144, 148, 149, 156, 160, 162, 163, 166, 174, 178, 180, 187, 192, 193];[9.93338027699941, 1.1054574466327571, 3.492209060315814, 1.5759155143135923, 2.816553714888365, 12.749100033319722, 6.250901703438652, 5.116785913186181, 0.8027578253580324, 8.508443022245686, 5.275439719456381, 4.809637202661689, 1.5689476040759547, 1.6662218687795531, 5.964364747370247, 1.1866400503125039, 16.923380278755836, 1.1153984382643742, 6.261368362090275, 4.445213673602015, 4.023021431095746, 5.174565099812639, 8.125018297152485, 1.0855898434229319, 2.1069534125244873, 0.015698360141708098, 2.806745935492509, 7.547094516592321, 1.4985970934606558, 2.8800777697109696, 0.7789413045708736, 0.5239076766278701, 2.706542210470329, 3.0413010864348493, 8.662207330703543, 0.6784874129289167, 1.7116730536403113, 10.977579409394608, 1.147850789517828, 3.750273234520713, 7.377494366880387, 4.275394679273751, 1.8870564352300316, 2.674395276276579, 7.942973368940126, 8.730470132783502, 0.8220138480839453, 7.663997462211387, 4.06006310485696, 0.20227271914708692, 5.592146040348727, 0.4577407692053909, 0.5889691156177258, 11.02686534058752, 16.027081303008156, 1.2746157314438173]
7;1648829733;200;80;0.85;0.757184181;0.761676089;1;2500;[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];64;1;7983.442129;55;[2, 6, 8, 11, 12, 14, 22, 30, 31, 32, 35, 37, 41, 43, 48, 51, 54, 55, 61, 62, 63, 67, 74, 77, 79, 83, 90, 91, 94, 99, 100, 101, 106, 108, 112, 113, 115, 119, 125, 130, 134, 137, 141, 154, 155, 157, 162, 168, 173, 176, 183, 184, 185, 195, 196];[2.679928176001666, 4.878103037446431, 6.192298005263962, 7.740838763382568, 6.195383547461271, 0.062190626814825796, 0.7816355755143956, 0.8233925023676348, 2.8607627420243715, 4.454286107861128, 12.773268947652236, 0.12842648986641927, 6.805337016061698, 3.9872256500538623, 1.0525971763944144, 1.3472058474934905, 15.371221766512974, 2.826324421857967, 3.2356656822971592, 0.00648658597099798, 10.234718132941266, 0.6243271571453084, 2.0832700387089944, 6.448901236024796, 2.1283465218090902, 1.0738825444885853, 3.5038157627737476, 1.6973347952617235, 5.299368738032705, 10.377395814640517, 3.988345179212244, 1.127271537608382, 5.80246247953268, 6.914009505625398, 3.861267058738094, 1.0300379885900899, 15.855195985405945, 9.25428713964181, 3.1236115130983606, 0.07132781029984343, 0.03843034482368567, 5.337152958518634, 1.7532820302647654, 10.998871677816881, 0.9580669955288528, 2.99842643631229, 4.2015765924055355, 3.1579460243633894, 9.65587017478841, 3.3692535879512397, 6.669923650397914, 5.107535580983419, 0.7761486285619491, 2.4164765302535396, 4.493431774370169]
8;1134269274;200;80;0.85;0.747812792;0.760008731;1;2500;[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];64;1;7920.268145;62;[5, 11, 16, 17, 18, 25, 26, 27, 37, 44, 52, 53, 54, 55, 59, 61, 66, 67, 70, 71, 72, 74, 76, 78, 83, 87, 91, 94, 95, 96, 98, 99, 100, 101, 107, 108, 111, 118, 122, 125, 126, 129, 130, 132, 137, 141, 144, 154, 155, 159, 160, 165, 167, 169, 172, 173, 176, 185, 191, 193, 194, 199];[5.620473822618669, 1.3678456429876027, 8.625628689661207, 2.1618225147297, 4.296640230983258, 5.419797334252947, 2.3557707809888786, 8.392107050349377, 4.5194275573017615, 4.7821932343082505, 0.769948422256633, 1.3064721487957083, 3.1526485959312005, 0.7679739129744526, 5.0304597864349, 1.1259302661852004, 8.70773006385531, 0.8506532377246627, 5.211689407085078, 6.329422172261643, 8.154825133560916, 3.6940606176021147, 1.262873838966631, 2.0822696707377815, 2.0184428163021897, 0.9999496406051559, 7.307809790145369, 6.597137888001268, 5.116347839728443, 0.34626237276645394, 0.004738711581583719, 1.8335249766312631, 2.4029464196283308, 4.750977500074884, 0.6194202626008019, 2.8848320731282446, 12.331732741160916, 0.16582049512002572, 16.295459619429682, 0.10429474443108869, 0.7521782642052881, 3.996145261957939, 4.972092923088642, 2.1457298737778356, 2.400887901783699, 1.9001812320108966, 11.837004195117988, 0.15001122551273313, 0.21527430244855963, 1.0847800179279756, 5.682246413477476, 7.354159601238756, 1.298545570537972, 4.436254100512171, 2.6238516315682117, 2.1115555340025765, 1.1503493246802174, 2.182526943181074, 0.5529373257755946, 2.932164691909745, 10.09229727876178, 1.9129020037417193]
9;2303069940;200;80;0.85;0.757747044;0.761566495;1;2500;[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];64;1;7973.942705;61;[1, 6, 10, 12, 14, 16, 17, 20, 22, 23, 25, 26, 27, 28, 29, 31, 34, 37, 44, 47, 54, 57, 59, 60, 61, 71, 75, 76, 87, 88, 89, 90, 91, 94, 95, 98, 99, 102, 103, 112, 117, 119, 137, 140, 143, 150, 153, 154, 159, 160, 166, 167, 171, 178, 179, 180, 186, 191, 192, 193, 195];[13.557907487546817, 1.2625196964122027, 5.501668008016312, 7.04350806704332, 0.15129480246646126, 3.4211879415995035, 3.111512380438076, 6.343262767085778, 3.6328805689480124, 0.43261412061913085, 1.4977990715724008, 0.42340383164901807, 6.949987286888096, 0.8600012762872312, 3.76806836539932, 7.2356688276135435, 6.3730336510334915, 4.479992323063791, 8.046612944992269, 1.0844204658420906, 6.131094766084976, 3.113173972234078, 6.979977307240049, 0.9968303503370306, 3.243238797377535, 5.721336288675959, 4.418810405842418, 3.3587180015616, 3.0165817445082315, 5.764115862809381, 2.0761534986128916, 2.129709646718373, 5.357337663354176, 8.659138839050142, 6.227669468487458, 0.04949131066548202, 3.2649641895945094, 5.970702804468679, 0.7948611472441407, 2.835983294881737, 8.043732842687131, 1.3298639080373273, 5.002062563029881, 15.052411079654258, 3.610352758997377, 1.5491543465343685, 3.898294877546673, 7.756856536569471, 3.919999833021293, 3.2916614651210687, 1.1301192126955375, 1.0424724729120278, 3.8190064801234374, 0.07998248569088001, 5.500451162455692, 2.0031388537098564, 14.451494680339831, 8.407938442249804, 0.5978167088794948, 2.3088481851195786, 6.083834736674874]
